"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
24977210,46,"condition_era group during day -365 through 0 days relative to index: Mucocele of salivary gland",210,24977,0,0
25056210,47,"condition_era group during day -365 through 0 days relative to index: Congenital anomaly of neck",210,25056,0,0
25056212,48,"condition_era group during day -30 through 0 days relative to index: Congenital anomaly of neck",212,25056,0,0
25297210,49,"condition_era group during day -365 through 0 days relative to index: Acute pharyngitis",210,25297,0,0
25297212,50,"condition_era group during day -30 through 0 days relative to index: Acute pharyngitis",212,25297,0,0
26378210,51,"condition_era group during day -365 through 0 days relative to index: Hyperpituitarism",210,26378,0,0
26638210,52,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of esophagus",210,26638,0,0
26638212,53,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of esophagus",212,26638,0,0
26711210,54,"condition_era group during day -365 through 0 days relative to index: Chronic pharyngitis",210,26711,0,0
26711212,55,"condition_era group during day -30 through 0 days relative to index: Chronic pharyngitis",212,26711,0,0
26727210,56,"condition_era group during day -365 through 0 days relative to index: Hematemesis",210,26727,0,0
27674210,57,"condition_era group during day -365 through 0 days relative to index: Nausea and vomiting",210,27674,0,0
27674212,58,"condition_era group during day -30 through 0 days relative to index: Nausea and vomiting",212,27674,0,0
28083210,59,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of pharynx",210,28083,0,0
28457210,60,"condition_era group during day -365 through 0 days relative to index: Hypertrophy of tonsils",210,28457,0,0
28457212,61,"condition_era group during day -30 through 0 days relative to index: Hypertrophy of tonsils",212,28457,0,0
29735210,62,"condition_era group during day -365 through 0 days relative to index: Candidiasis of mouth",210,29735,0,0
29735212,63,"condition_era group during day -30 through 0 days relative to index: Candidiasis of mouth",212,29735,0,0
30133210,64,"condition_era group during day -365 through 0 days relative to index: Acute laryngitis",210,30133,0,0
30133212,65,"condition_era group during day -30 through 0 days relative to index: Acute laryngitis",212,30133,0,0
30346210,66,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of neck",210,30346,0,0
30346212,67,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of neck",212,30346,0,0
30361210,68,"condition_era group during day -365 through 0 days relative to index: Hypoglycemic disorder",210,30361,0,0
30361212,69,"condition_era group during day -30 through 0 days relative to index: Hypoglycemic disorder",212,30361,0,0
30437210,70,"condition_era group during day -365 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",210,30437,0,0
30437212,71,"condition_era group during day -30 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",212,30437,0,0
30679210,72,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of major salivary gland",210,30679,0,0
30753210,73,"condition_era group during day -365 through 0 days relative to index: Esophagitis",210,30753,0,0
30753212,74,"condition_era group during day -30 through 0 days relative to index: Esophagitis",212,30753,0,0
31317210,75,"condition_era group during day -365 through 0 days relative to index: Dysphagia",210,31317,0,0
31317212,76,"condition_era group during day -30 through 0 days relative to index: Dysphagia",212,31317,0,0
31609210,77,"condition_era group during day -365 through 0 days relative to index: Abscess of salivary gland",210,31609,0,0
31609212,78,"condition_era group during day -30 through 0 days relative to index: Abscess of salivary gland",212,31609,0,0
31967210,79,"condition_era group during day -365 through 0 days relative to index: Nausea",210,31967,0,0
31967212,80,"condition_era group during day -30 through 0 days relative to index: Nausea",212,31967,0,0
72404210,81,"condition_era group during day -365 through 0 days relative to index: Joint stiffness",210,72404,0,0
72404212,82,"condition_era group during day -30 through 0 days relative to index: Joint stiffness",212,72404,0,0
72410210,83,"condition_era group during day -365 through 0 days relative to index: Infection of bone",210,72410,0,0
72410212,84,"condition_era group during day -30 through 0 days relative to index: Infection of bone",212,72410,0,0
72418210,85,"condition_era group during day -365 through 0 days relative to index: Scoliosis deformity of spine",210,72418,0,0
72459210,86,"condition_era group during day -365 through 0 days relative to index: Closed fracture of two ribs",210,72459,0,0
72459212,87,"condition_era group during day -30 through 0 days relative to index: Closed fracture of two ribs",212,72459,0,0
72576210,88,"condition_era group during day -365 through 0 days relative to index: Benign tumor of breast",210,72576,0,0
73001210,89,"condition_era group during day -365 through 0 days relative to index: Myositis",210,73001,0,0
73008210,90,"condition_era group during day -365 through 0 days relative to index: Enthesopathy",210,73008,0,0
73008212,91,"condition_era group during day -30 through 0 days relative to index: Enthesopathy",212,73008,0,0
73075210,92,"condition_era group during day -365 through 0 days relative to index: Contusion of upper limb",210,73075,0,0
73075212,93,"condition_era group during day -30 through 0 days relative to index: Contusion of upper limb",212,73075,0,0
73090210,94,"condition_era group during day -365 through 0 days relative to index: Contusion of foot",210,73090,0,0
73090212,95,"condition_era group during day -30 through 0 days relative to index: Contusion of foot",212,73090,0,0
73153210,96,"condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of lateral wall of urinary bladder",210,73153,0,0
73153212,97,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of lateral wall of urinary bladder",212,73153,0,0
73300210,98,"condition_era group during day -365 through 0 days relative to index: Radial styloid tenosynovitis",210,73300,0,0
73300212,99,"condition_era group during day -30 through 0 days relative to index: Radial styloid tenosynovitis",212,73300,0,0
73302210,100,"condition_era group during day -365 through 0 days relative to index: Curvature of spine",210,73302,0,0
73553210,101,"condition_era group during day -365 through 0 days relative to index: Arthropathy",210,73553,0,0
73553212,102,"condition_era group during day -30 through 0 days relative to index: Arthropathy",212,73553,0,0
73571210,103,"condition_era group during day -365 through 0 days relative to index: Pathological fracture",210,73571,0,0
73571212,104,"condition_era group during day -30 through 0 days relative to index: Pathological fracture",212,73571,0,0
73575210,105,"condition_era group during day -365 through 0 days relative to index: Deformity of toe",210,73575,0,0
73575212,106,"condition_era group during day -30 through 0 days relative to index: Deformity of toe",212,73575,0,0
73649210,107,"condition_era group during day -365 through 0 days relative to index: Contusion of finger",210,73649,0,0
73649212,108,"condition_era group during day -30 through 0 days relative to index: Contusion of finger",212,73649,0,0
73712210,109,"condition_era group during day -365 through 0 days relative to index: Malignant tumor of vault of bladder",210,73712,0,0
73819210,110,"condition_era group during day -365 through 0 days relative to index: Pain of breast",210,73819,0,0
73842210,111,"condition_era group during day -365 through 0 days relative to index: Enthesopathy of elbow region",210,73842,0,0
73884210,112,"condition_era group during day -365 through 0 days relative to index: Closed fracture of three ribs",210,73884,0,0
73925210,113,"condition_era group during day -365 through 0 days relative to index: Burn of upper limb",210,73925,0,0
74052210,114,"condition_era group during day -365 through 0 days relative to index: Labyrinthitis",210,74052,0,0
74052212,115,"condition_era group during day -30 through 0 days relative to index: Labyrinthitis",212,74052,0,0
74124210,116,"condition_era group during day -365 through 0 days relative to index: Traumatic arthropathy",210,74124,0,0
74125210,117,"condition_era group during day -365 through 0 days relative to index: Inflammatory polyarthropathy",210,74125,0,0
74125212,118,"condition_era group during day -30 through 0 days relative to index: Inflammatory polyarthropathy",212,74125,0,0
74188210,119,"condition_era group during day -365 through 0 days relative to index: Closed fracture of rib",210,74188,0,0
74188212,120,"condition_era group during day -30 through 0 days relative to index: Closed fracture of rib",212,74188,0,0
74194210,121,"condition_era group during day -365 through 0 days relative to index: Sprain of spinal ligament",210,74194,0,0
74396210,122,"condition_era group during day -365 through 0 days relative to index: Temporomandibular joint disorder",210,74396,0,0
74396212,123,"condition_era group during day -30 through 0 days relative to index: Temporomandibular joint disorder",212,74396,0,0
74582210,124,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of rectum",210,74582,0,0
74582212,125,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of rectum",212,74582,0,0
74606210,126,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of bone",210,74606,0,0
74635210,127,"condition_era group during day -365 through 0 days relative to index: Lumbosacral radiculopathy",210,74635,0,0
74635212,128,"condition_era group during day -30 through 0 days relative to index: Lumbosacral radiculopathy",212,74635,0,0
74719210,129,"condition_era group during day -365 through 0 days relative to index: Ulcer of foot",210,74719,0,0
74719212,130,"condition_era group during day -30 through 0 days relative to index: Ulcer of foot",212,74719,0,0
74723210,131,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with a neurological disorder",210,74723,0,0
74726210,132,"condition_era group during day -365 through 0 days relative to index: Dislocation of joint",210,74726,0,0
74726212,133,"condition_era group during day -30 through 0 days relative to index: Dislocation of joint",212,74726,0,0
74728210,134,"condition_era group during day -365 through 0 days relative to index: Synovitis and tenosynovitis",210,74728,0,0
74728212,135,"condition_era group during day -30 through 0 days relative to index: Synovitis and tenosynovitis",212,74728,0,0
74772210,136,"condition_era group during day -365 through 0 days relative to index: Open fracture of carpal bone",210,74772,0,0
74786210,137,"condition_era group during day -365 through 0 days relative to index: Internal injury of chest",210,74786,0,0
75004210,138,"condition_era group during day -365 through 0 days relative to index: Frank hematuria",210,75004,0,0
75004212,139,"condition_era group during day -30 through 0 days relative to index: Frank hematuria",212,75004,0,0
75010210,140,"condition_era group during day -365 through 0 days relative to index: Fibroadenosis of breast",210,75010,0,0
75053210,141,"condition_era group during day -365 through 0 days relative to index: Fracture of bone",210,75053,0,0
75053212,142,"condition_era group during day -30 through 0 days relative to index: Fracture of bone",212,75053,0,0
75091210,143,"condition_era group during day -365 through 0 days relative to index: Closed fracture of carpal bone",210,75091,0,0
75091212,144,"condition_era group during day -30 through 0 days relative to index: Closed fracture of carpal bone",212,75091,0,0
75095210,145,"condition_era group during day -365 through 0 days relative to index: Closed fracture of ankle",210,75095,0,0
75095212,146,"condition_era group during day -30 through 0 days relative to index: Closed fracture of ankle",212,75095,0,0
75311210,147,"condition_era group during day -365 through 0 days relative to index: Fibrosclerosis of breast",210,75311,0,0
75311212,148,"condition_era group during day -30 through 0 days relative to index: Fibrosclerosis of breast",212,75311,0,0
75344210,149,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder",210,75344,0,0
75344212,150,"condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder",212,75344,0,0
75347210,151,"condition_era group during day -365 through 0 days relative to index: Spinal enthesopathy",210,75347,0,0
75347212,152,"condition_era group during day -30 through 0 days relative to index: Spinal enthesopathy",212,75347,0,0
75426210,153,"condition_era group during day -365 through 0 days relative to index: Burn of hand",210,75426,0,0
75512210,154,"condition_era group during day -365 through 0 days relative to index: Carcinoma in situ of colon",210,75512,0,0
75512212,155,"condition_era group during day -30 through 0 days relative to index: Carcinoma in situ of colon",212,75512,0,0
75576210,156,"condition_era group during day -365 through 0 days relative to index: Irritable bowel syndrome",210,75576,0,0
75576212,157,"condition_era group during day -30 through 0 days relative to index: Irritable bowel syndrome",212,75576,0,0
75650210,158,"condition_era group during day -365 through 0 days relative to index: Proteinuria",210,75650,0,0
75650212,159,"condition_era group during day -30 through 0 days relative to index: Proteinuria",212,75650,0,0
75670210,160,"condition_era group during day -365 through 0 days relative to index: Sprain pelvic ligament",210,75670,0,0
75860210,161,"condition_era group during day -365 through 0 days relative to index: Constipation",210,75860,0,0
75860212,162,"condition_era group during day -30 through 0 days relative to index: Constipation",212,75860,0,0
75863210,163,"condition_era group during day -365 through 0 days relative to index: Chronic interstitial cystitis",210,75863,0,0
75863212,164,"condition_era group during day -30 through 0 days relative to index: Chronic interstitial cystitis",212,75863,0,0
75897210,165,"condition_era group during day -365 through 0 days relative to index: Polyarthropathy",210,75897,0,0
75897212,166,"condition_era group during day -30 through 0 days relative to index: Polyarthropathy",212,75897,0,0
75911210,167,"condition_era group during day -365 through 0 days relative to index: Acquired hallux valgus",210,75911,0,0
75911212,168,"condition_era group during day -30 through 0 days relative to index: Acquired hallux valgus",212,75911,0,0
76240210,169,"condition_era group during day -365 through 0 days relative to index: Closed fracture pubis",210,76240,0,0
76240212,170,"condition_era group during day -30 through 0 days relative to index: Closed fracture pubis",212,76240,0,0
76349210,171,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of urinary system",210,76349,0,0
76349212,172,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of urinary system",212,76349,0,0
76492210,173,"condition_era group during day -365 through 0 days relative to index: Cellulitis of digit",210,76492,0,0
76492212,174,"condition_era group during day -30 through 0 days relative to index: Cellulitis of digit",212,76492,0,0
76508210,175,"condition_era group during day -365 through 0 days relative to index: Infective myositis",210,76508,0,0
76725210,176,"condition_era group during day -365 through 0 days relative to index: Anal fissure",210,76725,0,0
76784210,177,"condition_era group during day -365 through 0 days relative to index: Hemarthrosis",210,76784,0,0
76784212,178,"condition_era group during day -30 through 0 days relative to index: Hemarthrosis",212,76784,0,0
76786210,179,"condition_era group during day -365 through 0 days relative to index: Derangement of knee",210,76786,0,0
76786212,180,"condition_era group during day -30 through 0 days relative to index: Derangement of knee",212,76786,0,0
77074210,181,"condition_era group during day -365 through 0 days relative to index: Joint pain",210,77074,0,0
77074212,182,"condition_era group during day -30 through 0 days relative to index: Joint pain",212,77074,0,0
77079210,183,"condition_era group during day -365 through 0 days relative to index: Spinal stenosis",210,77079,0.00282690854532814,1
77079212,184,"condition_era group during day -30 through 0 days relative to index: Spinal stenosis",212,77079,0,0
77129210,185,"condition_era group during day -365 through 0 days relative to index: Closed fracture of pelvis",210,77129,0,0
77129212,186,"condition_era group during day -30 through 0 days relative to index: Closed fracture of pelvis",212,77129,0,0
77234210,187,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of colon",210,77234,0,0
77234212,188,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of colon",212,77234,0,0
77310210,189,"condition_era group during day -365 through 0 days relative to index: Deep vein phlebitis and thrombophlebitis of the leg",210,77310,0,0
77310212,190,"condition_era group during day -30 through 0 days relative to index: Deep vein phlebitis and thrombophlebitis of the leg",212,77310,0,0
77365210,191,"condition_era group during day -365 through 0 days relative to index: Disuse osteoporosis",210,77365,0,0
77365212,192,"condition_era group during day -30 through 0 days relative to index: Disuse osteoporosis",212,77365,0,0
77639210,193,"condition_era group during day -365 through 0 days relative to index: Diffuse cervicobrachial syndrome",210,77639,0,0
77639212,194,"condition_era group during day -30 through 0 days relative to index: Diffuse cervicobrachial syndrome",212,77639,0,0
77644210,195,"condition_era group during day -365 through 0 days relative to index: Adhesive capsulitis of shoulder",210,77644,0,0
77644212,196,"condition_era group during day -30 through 0 days relative to index: Adhesive capsulitis of shoulder",212,77644,0,0
77670210,197,"condition_era group during day -365 through 0 days relative to index: Chest pain",210,77670,0,0
77670212,198,"condition_era group during day -30 through 0 days relative to index: Chest pain",212,77670,0,0
77734210,199,"condition_era group during day -365 through 0 days relative to index: Contusion of lower leg",210,77734,0,0
77734212,200,"condition_era group during day -30 through 0 days relative to index: Contusion of lower leg",212,77734,0,0
77961210,201,"condition_era group during day -365 through 0 days relative to index: Disseminated idiopathic skeletal hyperostosis",210,77961,0,0
78097210,202,"condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of bone",210,78097,0,0
78097212,203,"condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of bone",212,78097,0,0
78162210,204,"condition_era group during day -365 through 0 days relative to index: Peripheral vertigo",210,78162,0,0
78162212,205,"condition_era group during day -30 through 0 days relative to index: Peripheral vertigo",212,78162,0,0
78200210,206,"condition_era group during day -365 through 0 days relative to index: Benign mammary dysplasia",210,78200,0,0
78200212,207,"condition_era group during day -30 through 0 days relative to index: Benign mammary dysplasia",212,78200,0,0
78228210,208,"condition_era group during day -365 through 0 days relative to index: Joint derangement",210,78228,0,0
78228212,209,"condition_era group during day -30 through 0 days relative to index: Joint derangement",212,78228,0,0
78232210,210,"condition_era group during day -365 through 0 days relative to index: Shoulder joint pain",210,78232,0,0
78232212,211,"condition_era group during day -30 through 0 days relative to index: Shoulder joint pain",212,78232,0,0
78234210,212,"condition_era group during day -365 through 0 days relative to index: Hand joint pain",210,78234,0,0
78234212,213,"condition_era group during day -30 through 0 days relative to index: Hand joint pain",212,78234,0,0
78273210,214,"condition_era group during day -365 through 0 days relative to index: Closed fracture of multiple ribs",210,78273,0,0
78273212,215,"condition_era group during day -30 through 0 days relative to index: Closed fracture of multiple ribs",212,78273,0,0
78472210,216,"condition_era group during day -365 through 0 days relative to index: Microscopic hematuria",210,78472,0,0
78472212,217,"condition_era group during day -30 through 0 days relative to index: Microscopic hematuria",212,78472,0,0
78474210,218,"condition_era group during day -365 through 0 days relative to index: Hypertrophy of breast",210,78474,0,0
78474212,219,"condition_era group during day -30 through 0 days relative to index: Hypertrophy of breast",212,78474,0,0
78508210,220,"condition_era group during day -365 through 0 days relative to index: Arthralgia of the ankle and/or foot",210,78508,0.000942453290365962,1
78508212,221,"condition_era group during day -30 through 0 days relative to index: Arthralgia of the ankle and/or foot",212,78508,0,0
78605210,222,"condition_era group during day -365 through 0 days relative to index: Contusion of elbow",210,78605,0,0
78605212,223,"condition_era group during day -30 through 0 days relative to index: Contusion of elbow",212,78605,0,0
78619210,224,"condition_era group during day -365 through 0 days relative to index: Contusion of knee",210,78619,0,0
78619212,225,"condition_era group during day -30 through 0 days relative to index: Contusion of knee",212,78619,0,0
78786210,226,"condition_era group during day -365 through 0 days relative to index: Pleurisy",210,78786,0,0
78786212,227,"condition_era group during day -30 through 0 days relative to index: Pleurisy",212,78786,0,0
78804210,228,"condition_era group during day -365 through 0 days relative to index: Fibrocystic disease of breast",210,78804,0,0
78832210,229,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder with myelopathy",210,78832,0,0
78832212,230,"condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder with myelopathy",212,78832,0,0
79061210,231,"condition_era group during day -365 through 0 days relative to index: Slow transit constipation",210,79061,0,0
79061212,232,"condition_era group during day -30 through 0 days relative to index: Slow transit constipation",212,79061,0,0
79106210,233,"condition_era group during day -365 through 0 days relative to index: Arthralgia of the pelvic region and thigh",210,79106,0,0
79106212,234,"condition_era group during day -30 through 0 days relative to index: Arthralgia of the pelvic region and thigh",212,79106,0,0
79740210,235,"condition_era group during day -365 through 0 days relative to index: Overlapping malignant neoplasm of colon",210,79740,0,0
79740212,236,"condition_era group during day -30 through 0 days relative to index: Overlapping malignant neoplasm of colon",212,79740,0,0
79765210,237,"condition_era group during day -365 through 0 days relative to index: Neoplasm of uncertain behavior of urinary system",210,79765,0,0
79765212,238,"condition_era group during day -30 through 0 days relative to index: Neoplasm of uncertain behavior of urinary system",212,79765,0,0
79768210,239,"condition_era group during day -365 through 0 days relative to index: Neoplasm of urinary system",210,79768,0,0
79768212,240,"condition_era group during day -30 through 0 days relative to index: Neoplasm of urinary system",212,79768,0,0
79833210,241,"condition_era group during day -365 through 0 days relative to index: Meniere's disease",210,79833,0,0
79833212,242,"condition_era group during day -30 through 0 days relative to index: Meniere's disease",212,79833,0,0
79864210,243,"condition_era group during day -365 through 0 days relative to index: Hematuria syndrome",210,79864,0,0
79864212,244,"condition_era group during day -30 through 0 days relative to index: Hematuria syndrome",212,79864,0,0
79917210,245,"condition_era group during day -365 through 0 days relative to index: Acquired deformity of toe",210,79917,0,0
79917212,246,"condition_era group during day -30 through 0 days relative to index: Acquired deformity of toe",212,79917,0,0
79936210,247,"condition_era group during day -365 through 0 days relative to index: Polyuria",210,79936,0,0
80141210,248,"condition_era group during day -365 through 0 days relative to index: Functional diarrhea",210,80141,0,0
80141212,249,"condition_era group during day -30 through 0 days relative to index: Functional diarrhea",212,80141,0,0
80180210,250,"condition_era group during day -365 through 0 days relative to index: Osteoarthritis",210,80180,0,0
80180212,251,"condition_era group during day -30 through 0 days relative to index: Osteoarthritis",212,80180,0,0
80232210,252,"condition_era group during day -365 through 0 days relative to index: Closed fracture of calcaneus",210,80232,0,0
80482210,253,"condition_era group during day -365 through 0 days relative to index: Suppurative arthritis",210,80482,0,0
80482212,254,"condition_era group during day -30 through 0 days relative to index: Suppurative arthritis",212,80482,0,0
80493210,255,"condition_era group during day -365 through 0 days relative to index: Ankylosis of joint",210,80493,0,0
80493212,256,"condition_era group during day -30 through 0 days relative to index: Ankylosis of joint",212,80493,0,0
80494210,257,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with another disorder",210,80494,0,0
80502210,258,"condition_era group during day -365 through 0 days relative to index: Osteoporosis",210,80502,0,0
80502212,259,"condition_era group during day -30 through 0 days relative to index: Osteoporosis",212,80502,0,0
80573210,260,"condition_era group during day -365 through 0 days relative to index: Contusion of ankle",210,80573,0,0
80573212,261,"condition_era group during day -30 through 0 days relative to index: Contusion of ankle",212,80573,0,0
80665210,262,"condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of thorax",210,80665,0,0
80665212,263,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of thorax",212,80665,0,0
80767210,264,"condition_era group during day -365 through 0 days relative to index: Breast lump",210,80767,0,0
80767212,265,"condition_era group during day -30 through 0 days relative to index: Breast lump",212,80767,0,0
80809210,266,"condition_era group during day -365 through 0 days relative to index: Rheumatoid arthritis",210,80809,0,0
80809212,267,"condition_era group during day -30 through 0 days relative to index: Rheumatoid arthritis",212,80809,0,0
80951210,268,"condition_era group during day -365 through 0 days relative to index: Candidiasis of urogenital site",210,80951,0,0
80951212,269,"condition_era group during day -30 through 0 days relative to index: Candidiasis of urogenital site",212,80951,0,0
81141210,270,"condition_era group during day -365 through 0 days relative to index: Closed fracture of ilium",210,81141,0,0
81175210,271,"condition_era group during day -365 through 0 days relative to index: Contusion of chest",210,81175,0,0
81175212,272,"condition_era group during day -30 through 0 days relative to index: Contusion of chest",212,81175,0,0
81247210,273,"condition_era group during day -365 through 0 days relative to index: Carcinoma in situ of urinary system",210,81247,0,0
81250210,274,"condition_era group during day -365 through 0 days relative to index: Carcinoma in situ of breast",210,81250,0,0
81251210,275,"condition_era group during day -365 through 0 days relative to index: Neoplasm of breast",210,81251,0,0
81251212,276,"condition_era group during day -30 through 0 days relative to index: Neoplasm of breast",212,81251,0,0
81303210,277,"condition_era group during day -365 through 0 days relative to index: Labyrinthine disorder",210,81303,0,0
81303212,278,"condition_era group during day -30 through 0 days relative to index: Labyrinthine disorder",212,81303,0,0
81379210,279,"condition_era group during day -365 through 0 days relative to index: Lateral epicondylitis",210,81379,0,0
81390210,280,"condition_era group during day -365 through 0 days relative to index: Idiopathic osteoporosis",210,81390,0,0
81390212,281,"condition_era group during day -30 through 0 days relative to index: Idiopathic osteoporosis",212,81390,0,0
81426210,282,"condition_era group during day -365 through 0 days relative to index: Closed fracture of clavicle",210,81426,0,0
81426212,283,"condition_era group during day -30 through 0 days relative to index: Closed fracture of clavicle",212,81426,0,0
81659210,284,"condition_era group during day -365 through 0 days relative to index: Traumatic arthropathy of the pelvic region and thigh",210,81659,0,0
81723210,285,"condition_era group during day -365 through 0 days relative to index: Contusion of hand",210,81723,0,0
81723212,286,"condition_era group during day -30 through 0 days relative to index: Contusion of hand",212,81723,0,0
81878210,287,"condition_era group during day -365 through 0 days relative to index: Benign paroxysmal positional vertigo",210,81878,0,0
81878212,288,"condition_era group during day -30 through 0 days relative to index: Benign paroxysmal positional vertigo",212,81878,0,0
81893210,289,"condition_era group during day -365 through 0 days relative to index: Ulcerative colitis",210,81893,0,0
81902210,290,"condition_era group during day -365 through 0 days relative to index: Urinary tract infectious disease",210,81902,0,0
81902212,291,"condition_era group during day -30 through 0 days relative to index: Urinary tract infectious disease",212,81902,0,0
132344210,292,"condition_era group during day -365 through 0 days relative to index: Gingival and periodontal disease",210,132344,0,0
132344212,293,"condition_era group during day -30 through 0 days relative to index: Gingival and periodontal disease",212,132344,0,0
132446210,294,"condition_era group during day -365 through 0 days relative to index: Congenital anomaly of skin",210,132446,0,0
132466210,295,"condition_era group during day -365 through 0 days relative to index: Lumbar sprain",210,132466,0,0
132797210,296,"condition_era group during day -365 through 0 days relative to index: Sepsis",210,132797,0,0
132797212,297,"condition_era group during day -30 through 0 days relative to index: Sepsis",212,132797,0,0
132943210,298,"condition_era group during day -365 through 0 days relative to index: Acute periodontitis",210,132943,0,0
132943212,299,"condition_era group during day -30 through 0 days relative to index: Acute periodontitis",212,132943,0,0
133002210,300,"condition_era group during day -365 through 0 days relative to index: Acute osteomyelitis",210,133002,0,0
133002212,301,"condition_era group during day -30 through 0 days relative to index: Acute osteomyelitis",212,133002,0,0
133141210,302,"condition_era group during day -365 through 0 days relative to index: Tinea pedis",210,133141,0,0
133141212,303,"condition_era group during day -30 through 0 days relative to index: Tinea pedis",212,133141,0,0
133228210,304,"condition_era group during day -365 through 0 days relative to index: Dental caries",210,133228,0,0
133228212,305,"condition_era group during day -30 through 0 days relative to index: Dental caries",212,133228,0,0
133280210,306,"condition_era group during day -365 through 0 days relative to index: Alopecia",210,133280,0,0
133280212,307,"condition_era group during day -30 through 0 days relative to index: Alopecia",212,133280,0,0
133298210,308,"condition_era group during day -365 through 0 days relative to index: Musculoskeletal disorder of the neck",210,133298,0,0
133298212,309,"condition_era group during day -30 through 0 days relative to index: Musculoskeletal disorder of the neck",212,133298,0,0
