"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
30346210,67,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of neck",210,30346,0,0
30346212,68,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of neck",212,30346,0,0
30361210,69,"condition_era group during day -365 through 0 days relative to index: Hypoglycemic disorder",210,30361,0,0
30361212,70,"condition_era group during day -30 through 0 days relative to index: Hypoglycemic disorder",212,30361,0,0
30365210,71,"condition_era group during day -365 through 0 days relative to index: Panhypopituitarism",210,30365,0,0
30437210,72,"condition_era group during day -365 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",210,30437,0,0
30437212,73,"condition_era group during day -30 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",212,30437,0,0
30679210,74,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of major salivary gland",210,30679,0,0
30679212,75,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of major salivary gland",212,30679,0,0
30753210,76,"condition_era group during day -365 through 0 days relative to index: Esophagitis",210,30753,0,0
30753212,77,"condition_era group during day -30 through 0 days relative to index: Esophagitis",212,30753,0,0
30968210,78,"condition_era group during day -365 through 0 days relative to index: Diabetes insipidus",210,30968,0,0
30968212,79,"condition_era group during day -30 through 0 days relative to index: Diabetes insipidus",212,30968,0,0
31317210,80,"condition_era group during day -365 through 0 days relative to index: Dysphagia",210,31317,0,0
31317212,81,"condition_era group during day -30 through 0 days relative to index: Dysphagia",212,31317,0,0
31317502,82,"procedure_occurrence during day -365 through 0 days relative to index: Dysphagia",502,31317,0,0
31317504,83,"procedure_occurrence during day -30 through 0 days relative to index: Dysphagia",504,31317,0,0
72404210,84,"condition_era group during day -365 through 0 days relative to index: Joint stiffness",210,72404,0,0
72404212,85,"condition_era group during day -30 through 0 days relative to index: Joint stiffness",212,72404,0,0
72405210,86,"condition_era group during day -365 through 0 days relative to index: Degenerative joint disease of shoulder region",210,72405,0,0
72405212,87,"condition_era group during day -30 through 0 days relative to index: Degenerative joint disease of shoulder region",212,72405,0,0
72410210,88,"condition_era group during day -365 through 0 days relative to index: Infection of bone",210,72410,0,0
72410212,89,"condition_era group during day -30 through 0 days relative to index: Infection of bone",212,72410,0,0
72418210,90,"condition_era group during day -365 through 0 days relative to index: Scoliosis deformity of spine",210,72418,0,0
72418212,91,"condition_era group during day -30 through 0 days relative to index: Scoliosis deformity of spine",212,72418,0,0
72576210,92,"condition_era group during day -365 through 0 days relative to index: Benign tumor of breast",210,72576,0.000412106292580298,1
72576212,93,"condition_era group during day -30 through 0 days relative to index: Benign tumor of breast",212,72576,0,0
72993210,94,"condition_era group during day -365 through 0 days relative to index: Localized, primary osteoarthritis",210,72993,0,0
72993212,95,"condition_era group during day -30 through 0 days relative to index: Localized, primary osteoarthritis",212,72993,0,0
73001210,96,"condition_era group during day -365 through 0 days relative to index: Myositis",210,73001,0,0
73001212,97,"condition_era group during day -30 through 0 days relative to index: Myositis",212,73001,0,0
73008210,98,"condition_era group during day -365 through 0 days relative to index: Enthesopathy",210,73008,0,0
73008212,99,"condition_era group during day -30 through 0 days relative to index: Enthesopathy",212,73008,0,0
73075210,100,"condition_era group during day -365 through 0 days relative to index: Contusion of upper limb",210,73075,0,0
73075212,101,"condition_era group during day -30 through 0 days relative to index: Contusion of upper limb",212,73075,0,0
73231210,102,"condition_era group during day -365 through 0 days relative to index: Arthralgia of temporomandibular joint",210,73231,0,0
73231212,103,"condition_era group during day -30 through 0 days relative to index: Arthralgia of temporomandibular joint",212,73231,0,0
73300210,104,"condition_era group during day -365 through 0 days relative to index: Radial styloid tenosynovitis",210,73300,0,0
73300212,105,"condition_era group during day -30 through 0 days relative to index: Radial styloid tenosynovitis",212,73300,0,0
73302210,106,"condition_era group during day -365 through 0 days relative to index: Curvature of spine",210,73302,0,0
73302212,107,"condition_era group during day -30 through 0 days relative to index: Curvature of spine",212,73302,0,0
73553210,108,"condition_era group during day -365 through 0 days relative to index: Arthropathy",210,73553,0.00138954625994256,1
73553212,109,"condition_era group during day -30 through 0 days relative to index: Arthropathy",212,73553,0.00645702951313795,1
73571210,110,"condition_era group during day -365 through 0 days relative to index: Pathological fracture",210,73571,0,0
73571212,111,"condition_era group during day -30 through 0 days relative to index: Pathological fracture",212,73571,0,0
73574210,112,"condition_era group during day -365 through 0 days relative to index: Nonunion of fracture",210,73574,0,0
73574212,113,"condition_era group during day -30 through 0 days relative to index: Nonunion of fracture",212,73574,0,0
73575210,114,"condition_era group during day -365 through 0 days relative to index: Deformity of toe",210,73575,0,0
73575212,115,"condition_era group during day -30 through 0 days relative to index: Deformity of toe",212,73575,0,0
73754210,116,"condition_era group during day -365 through 0 days relative to index: Restless legs",210,73754,0,0
73754212,117,"condition_era group during day -30 through 0 days relative to index: Restless legs",212,73754,0,0
73840210,118,"condition_era group during day -365 through 0 days relative to index: Localized, primary osteoarthritis of the shoulder region",210,73840,0,0
73840212,119,"condition_era group during day -30 through 0 days relative to index: Localized, primary osteoarthritis of the shoulder region",212,73840,0,0
73842210,120,"condition_era group during day -365 through 0 days relative to index: Enthesopathy of elbow region",210,73842,0,0
73842212,121,"condition_era group during day -30 through 0 days relative to index: Enthesopathy of elbow region",212,73842,0,0
74082210,122,"condition_era group during day -365 through 0 days relative to index: Acontractile detrusor",210,74082,0,0
74124210,123,"condition_era group during day -365 through 0 days relative to index: Traumatic arthropathy",210,74124,0,0
74124212,124,"condition_era group during day -30 through 0 days relative to index: Traumatic arthropathy",212,74124,0,0
74125210,125,"condition_era group during day -365 through 0 days relative to index: Inflammatory polyarthropathy",210,74125,0,0
74125212,126,"condition_era group during day -30 through 0 days relative to index: Inflammatory polyarthropathy",212,74125,0,0
74138210,127,"condition_era group during day -365 through 0 days relative to index: Pathological fracture of vertebra",210,74138,0,0
74138212,128,"condition_era group during day -30 through 0 days relative to index: Pathological fracture of vertebra",212,74138,0,0
74188210,129,"condition_era group during day -365 through 0 days relative to index: Closed fracture of rib",210,74188,0,0
74188212,130,"condition_era group during day -30 through 0 days relative to index: Closed fracture of rib",212,74188,0,0
74189210,131,"condition_era group during day -365 through 0 days relative to index: Sprain of cruciate ligament of knee",210,74189,0,0
74194210,132,"condition_era group during day -365 through 0 days relative to index: Sprain of spinal ligament",210,74194,0,0
74194212,133,"condition_era group during day -30 through 0 days relative to index: Sprain of spinal ligament",212,74194,0,0
74396210,134,"condition_era group during day -365 through 0 days relative to index: Temporomandibular joint disorder",210,74396,0,0
74396212,135,"condition_era group during day -30 through 0 days relative to index: Temporomandibular joint disorder",212,74396,0,0
74399210,136,"condition_era group during day -365 through 0 days relative to index: Articular disc disorder of temporomandibular joint",210,74399,0,0
74399212,137,"condition_era group during day -30 through 0 days relative to index: Articular disc disorder of temporomandibular joint",212,74399,0,0
74582210,138,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of rectum",210,74582,0,0
74582212,139,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of rectum",212,74582,0,0
74606210,140,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of bone",210,74606,0,0
74606212,141,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of bone",212,74606,0,0
74635210,142,"condition_era group during day -365 through 0 days relative to index: Lumbosacral radiculopathy",210,74635,0,0
74635212,143,"condition_era group during day -30 through 0 days relative to index: Lumbosacral radiculopathy",212,74635,0,0
74719210,144,"condition_era group during day -365 through 0 days relative to index: Ulcer of foot",210,74719,0,0
74726210,145,"condition_era group during day -365 through 0 days relative to index: Dislocation of joint",210,74726,0,0
74726212,146,"condition_era group during day -30 through 0 days relative to index: Dislocation of joint",212,74726,0,0
74728210,147,"condition_era group during day -365 through 0 days relative to index: Synovitis and tenosynovitis",210,74728,0,0
74728212,148,"condition_era group during day -30 through 0 days relative to index: Synovitis and tenosynovitis",212,74728,0,0
74855210,149,"condition_era group during day -365 through 0 days relative to index: Genital herpes simplex",210,74855,0,0
74892210,150,"condition_era group during day -365 through 0 days relative to index: Articular gout",210,74892,0,0
74892212,151,"condition_era group during day -30 through 0 days relative to index: Articular gout",212,74892,0,0
75047210,152,"condition_era group during day -365 through 0 days relative to index: Dislocation of joint of upper limb",210,75047,0,0
75053210,153,"condition_era group during day -365 through 0 days relative to index: Fracture of bone",210,75053,0,0
75053212,154,"condition_era group during day -30 through 0 days relative to index: Fracture of bone",212,75053,0,0
75065210,155,"condition_era group during day -365 through 0 days relative to index: Acquired deformity of spine",210,75065,0,0
75065212,156,"condition_era group during day -30 through 0 days relative to index: Acquired deformity of spine",212,75065,0,0
75095210,157,"condition_era group during day -365 through 0 days relative to index: Closed fracture of ankle",210,75095,0,0
75095212,158,"condition_era group during day -30 through 0 days relative to index: Closed fracture of ankle",212,75095,0,0
75344210,159,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder",210,75344,0,0
75344212,160,"condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder",212,75344,0,0
75346210,161,"condition_era group during day -365 through 0 days relative to index: Derangement of meniscus",210,75346,0,0
75346212,162,"condition_era group during day -30 through 0 days relative to index: Derangement of meniscus",212,75346,0,0
75347210,163,"condition_era group during day -365 through 0 days relative to index: Spinal enthesopathy",210,75347,0,0
75347212,164,"condition_era group during day -30 through 0 days relative to index: Spinal enthesopathy",212,75347,0,0
75576210,165,"condition_era group during day -365 through 0 days relative to index: Irritable bowel syndrome",210,75576,0,0
75576212,166,"condition_era group during day -30 through 0 days relative to index: Irritable bowel syndrome",212,75576,0,0
75617210,167,"condition_era group during day -365 through 0 days relative to index: Degenerative joint disease involving multiple joints",210,75617,0,0
75617212,168,"condition_era group during day -30 through 0 days relative to index: Degenerative joint disease involving multiple joints",212,75617,0,0
75635210,169,"condition_era group during day -365 through 0 days relative to index: Cramp",210,75635,0,0
75635212,170,"condition_era group during day -30 through 0 days relative to index: Cramp",212,75635,0,0
75650210,171,"condition_era group during day -365 through 0 days relative to index: Proteinuria",210,75650,0,0
75650212,172,"condition_era group during day -30 through 0 days relative to index: Proteinuria",212,75650,0,0
75860210,173,"condition_era group during day -365 through 0 days relative to index: Constipation",210,75860,0,0
75860212,174,"condition_era group during day -30 through 0 days relative to index: Constipation",212,75860,0,0
75863210,175,"condition_era group during day -365 through 0 days relative to index: Chronic interstitial cystitis",210,75863,0,0
75863212,176,"condition_era group during day -30 through 0 days relative to index: Chronic interstitial cystitis",212,75863,0,0
75897210,177,"condition_era group during day -365 through 0 days relative to index: Polyarthropathy",210,75897,0,0
75897212,178,"condition_era group during day -30 through 0 days relative to index: Polyarthropathy",212,75897,0,0
76196210,179,"condition_era group during day -365 through 0 days relative to index: Palindromic rheumatism",210,76196,0,0
76196212,180,"condition_era group during day -30 through 0 days relative to index: Palindromic rheumatism",212,76196,0,0
76349210,181,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of urinary system",210,76349,0,0
76349212,182,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of urinary system",212,76349,0,0
76565210,183,"condition_era group during day -365 through 0 days relative to index: Contusion of shoulder region",210,76565,0,0
76565212,184,"condition_era group during day -30 through 0 days relative to index: Contusion of shoulder region",212,76565,0,0
76685210,185,"condition_era group during day -365 through 0 days relative to index: Myasthenia gravis",210,76685,0,0
76685212,186,"condition_era group during day -30 through 0 days relative to index: Myasthenia gravis",212,76685,0,0
76725210,187,"condition_era group during day -365 through 0 days relative to index: Anal fissure",210,76725,0,0
76777210,188,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with infection",210,76777,0,0
76777212,189,"condition_era group during day -30 through 0 days relative to index: Arthropathy associated with infection",212,76777,0,0
76784210,190,"condition_era group during day -365 through 0 days relative to index: Hemarthrosis",210,76784,0,0
76784212,191,"condition_era group during day -30 through 0 days relative to index: Hemarthrosis",212,76784,0,0
76786210,192,"condition_era group during day -365 through 0 days relative to index: Derangement of knee",210,76786,0,0
76786212,193,"condition_era group during day -30 through 0 days relative to index: Derangement of knee",212,76786,0,0
77074210,194,"condition_era group during day -365 through 0 days relative to index: Joint pain",210,77074,0,0
77074212,195,"condition_era group during day -30 through 0 days relative to index: Joint pain",212,77074,0,0
77079210,196,"condition_era group during day -365 through 0 days relative to index: Spinal stenosis",210,77079,0,0
77079212,197,"condition_era group during day -30 through 0 days relative to index: Spinal stenosis",212,77079,0,0
77129210,198,"condition_era group during day -365 through 0 days relative to index: Closed fracture of pelvis",210,77129,0,0
77129212,199,"condition_era group during day -30 through 0 days relative to index: Closed fracture of pelvis",212,77129,0,0
77234210,200,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of colon",210,77234,0,0
77234212,201,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of colon",212,77234,0,0
77670210,202,"condition_era group during day -365 through 0 days relative to index: Chest pain",210,77670,0,0
77670212,203,"condition_era group during day -30 through 0 days relative to index: Chest pain",212,77670,0,0
77963210,204,"condition_era group during day -365 through 0 days relative to index: Achilles tendinitis",210,77963,0,0
77963212,205,"condition_era group during day -30 through 0 days relative to index: Achilles tendinitis",212,77963,0,0
77965210,206,"condition_era group during day -365 through 0 days relative to index: Acquired trigger finger",210,77965,0,0
77965212,207,"condition_era group during day -30 through 0 days relative to index: Acquired trigger finger",212,77965,0,0
78097210,208,"condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of bone",210,78097,0,0
78097212,209,"condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of bone",212,78097,0,0
78162210,210,"condition_era group during day -365 through 0 days relative to index: Peripheral vertigo",210,78162,0,0
78162212,211,"condition_era group during day -30 through 0 days relative to index: Peripheral vertigo",212,78162,0,0
78227210,212,"condition_era group during day -365 through 0 days relative to index: Degenerative joint disease of hand",210,78227,0,0
78227212,213,"condition_era group during day -30 through 0 days relative to index: Degenerative joint disease of hand",212,78227,0,0
78228210,214,"condition_era group during day -365 through 0 days relative to index: Joint derangement",210,78228,0,0
78228212,215,"condition_era group during day -30 through 0 days relative to index: Joint derangement",212,78228,0,0
78273210,216,"condition_era group during day -365 through 0 days relative to index: Closed fracture of multiple ribs",210,78273,0,0
78273212,217,"condition_era group during day -30 through 0 days relative to index: Closed fracture of multiple ribs",212,78273,0,0
78308210,218,"condition_era group during day -365 through 0 days relative to index: Osteolysis",210,78308,0,0
78472210,219,"condition_era group during day -365 through 0 days relative to index: Microscopic hematuria",210,78472,0,0
78474210,220,"condition_era group during day -365 through 0 days relative to index: Hypertrophy of breast",210,78474,0,0
78508210,221,"condition_era group during day -365 through 0 days relative to index: Arthralgia of the ankle and/or foot",210,78508,0,0
78508212,222,"condition_era group during day -30 through 0 days relative to index: Arthralgia of the ankle and/or foot",212,78508,0,0
78524210,223,"condition_era group during day -365 through 0 days relative to index: Acquired deformity of finger",210,78524,0,0
78524212,224,"condition_era group during day -30 through 0 days relative to index: Acquired deformity of finger",212,78524,0,0
78619210,225,"condition_era group during day -365 through 0 days relative to index: Contusion of knee",210,78619,0,0
78619212,226,"condition_era group during day -30 through 0 days relative to index: Contusion of knee",212,78619,0,0
78706210,227,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of urinary system",210,78706,0,0
78706212,228,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of urinary system",212,78706,0,0
78804210,229,"condition_era group during day -365 through 0 days relative to index: Fibrocystic disease of breast",210,78804,0,0
78832210,230,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder with myelopathy",210,78832,0,0
78832212,231,"condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder with myelopathy",212,78832,0,0
78888210,232,"condition_era group during day -365 through 0 days relative to index: Open fracture of ankle",210,78888,0,0
79061210,233,"condition_era group during day -365 through 0 days relative to index: Slow transit constipation",210,79061,0,0
79104210,234,"condition_era group during day -365 through 0 days relative to index: Loose body in joint",210,79104,0,0
79104212,235,"condition_era group during day -30 through 0 days relative to index: Loose body in joint",212,79104,0,0
79106210,236,"condition_era group during day -365 through 0 days relative to index: Arthralgia of the pelvic region and thigh",210,79106,0,0
79106212,237,"condition_era group during day -30 through 0 days relative to index: Arthralgia of the pelvic region and thigh",212,79106,0,0
79119210,238,"condition_era group during day -365 through 0 days relative to index: Thoracic spondylosis with myelopathy",210,79119,0,0
79119212,239,"condition_era group during day -30 through 0 days relative to index: Thoracic spondylosis with myelopathy",212,79119,0,0
79765210,240,"condition_era group during day -365 through 0 days relative to index: Neoplasm of uncertain behavior of urinary system",210,79765,0,0
79765212,241,"condition_era group during day -30 through 0 days relative to index: Neoplasm of uncertain behavior of urinary system",212,79765,0,0
79768210,242,"condition_era group during day -365 through 0 days relative to index: Neoplasm of urinary system",210,79768,0,0
79768212,243,"condition_era group during day -30 through 0 days relative to index: Neoplasm of urinary system",212,79768,0,0
79833210,244,"condition_era group during day -365 through 0 days relative to index: Ménière's disease",210,79833,0,0
79864210,245,"condition_era group during day -365 through 0 days relative to index: Hematuria syndrome",210,79864,0,0
79916210,246,"condition_era group during day -365 through 0 days relative to index: Acquired hallux rigidus",210,79916,0,0
79916212,247,"condition_era group during day -30 through 0 days relative to index: Acquired hallux rigidus",212,79916,0,0
79917210,248,"condition_era group during day -365 through 0 days relative to index: Acquired deformity of toe",210,79917,0,0
79917212,249,"condition_era group during day -30 through 0 days relative to index: Acquired deformity of toe",212,79917,0,0
79936210,250,"condition_era group during day -365 through 0 days relative to index: Polyuria",210,79936,0,0
79936212,251,"condition_era group during day -30 through 0 days relative to index: Polyuria",212,79936,0,0
80180210,252,"condition_era group during day -365 through 0 days relative to index: Osteoarthritis",210,80180,0,0
80180212,253,"condition_era group during day -30 through 0 days relative to index: Osteoarthritis",212,80180,0,0
80182210,254,"condition_era group during day -365 through 0 days relative to index: Dermatomyositis",210,80182,0,0
80182212,255,"condition_era group during day -30 through 0 days relative to index: Dermatomyositis",212,80182,0,0
80187210,256,"condition_era group during day -365 through 0 days relative to index: Medial epicondylitis",210,80187,0,0
80187212,257,"condition_era group during day -30 through 0 days relative to index: Medial epicondylitis",212,80187,0,0
80232210,258,"condition_era group during day -365 through 0 days relative to index: Closed fracture of calcaneus",210,80232,0,0
80269210,259,"condition_era group during day -365 through 0 days relative to index: Mechanical complication of internal joint prosthesis",210,80269,0,0
80269212,260,"condition_era group during day -30 through 0 days relative to index: Mechanical complication of internal joint prosthesis",212,80269,0,0
80484210,261,"condition_era group during day -365 through 0 days relative to index: Crystal arthropathy",210,80484,0,0
80484212,262,"condition_era group during day -30 through 0 days relative to index: Crystal arthropathy",212,80484,0,0
80493210,263,"condition_era group during day -365 through 0 days relative to index: Ankylosis of joint",210,80493,0,0
80493212,264,"condition_era group during day -30 through 0 days relative to index: Ankylosis of joint",212,80493,0,0
80494210,265,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with another disorder",210,80494,0,0
80494212,266,"condition_era group during day -30 through 0 days relative to index: Arthropathy associated with another disorder",212,80494,0,0
80502210,267,"condition_era group during day -365 through 0 days relative to index: Osteoporosis",210,80502,0,0
80502212,268,"condition_era group during day -30 through 0 days relative to index: Osteoporosis",212,80502,0,0
80573210,269,"condition_era group during day -365 through 0 days relative to index: Contusion of ankle",210,80573,0,0
80626210,270,"condition_era group during day -365 through 0 days relative to index: Tuberculosis of bone",210,80626,0,0
80626212,271,"condition_era group during day -30 through 0 days relative to index: Tuberculosis of bone",212,80626,0,0
80665210,272,"condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of thorax",210,80665,0,0
80665212,273,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of thorax",212,80665,0,0
80767210,274,"condition_era group during day -365 through 0 days relative to index: Breast lump",210,80767,0,0
80767212,275,"condition_era group during day -30 through 0 days relative to index: Breast lump",212,80767,0,0
80809210,276,"condition_era group during day -365 through 0 days relative to index: Rheumatoid arthritis",210,80809,0,0
80809212,277,"condition_era group during day -30 through 0 days relative to index: Rheumatoid arthritis",212,80809,0,0
80816210,278,"condition_era group during day -365 through 0 days relative to index: Degeneration of intervertebral disc",210,80816,0,0
80824210,279,"condition_era group during day -365 through 0 days relative to index: Senile osteoporosis",210,80824,0,0
80824212,280,"condition_era group during day -30 through 0 days relative to index: Senile osteoporosis",212,80824,0,0
80951210,281,"condition_era group during day -365 through 0 days relative to index: Candidiasis of urogenital site",210,80951,0,0
80951212,282,"condition_era group during day -30 through 0 days relative to index: Candidiasis of urogenital site",212,80951,0,0
81144210,283,"condition_era group during day -365 through 0 days relative to index: Sprain of medial collateral ligament of knee",210,81144,0,0
81151210,284,"condition_era group during day -365 through 0 days relative to index: Sprain of ankle",210,81151,0,0
81151212,285,"condition_era group during day -30 through 0 days relative to index: Sprain of ankle",212,81151,0,0
81175210,286,"condition_era group during day -365 through 0 days relative to index: Contusion of chest",210,81175,0,0
81186210,287,"condition_era group during day -365 through 0 days relative to index: Contusion of wrist",210,81186,0,0
81250210,288,"condition_era group during day -365 through 0 days relative to index: Carcinoma in situ of breast",210,81250,0,0
81250212,289,"condition_era group during day -30 through 0 days relative to index: Carcinoma in situ of breast",212,81250,0,0
81251210,290,"condition_era group during day -365 through 0 days relative to index: Neoplasm of breast",210,81251,0,0
81251212,291,"condition_era group during day -30 through 0 days relative to index: Neoplasm of breast",212,81251,0,0
81303210,292,"condition_era group during day -365 through 0 days relative to index: Labyrinthine disorder",210,81303,0,0
81303212,293,"condition_era group during day -30 through 0 days relative to index: Labyrinthine disorder",212,81303,0,0
81378210,294,"condition_era group during day -365 through 0 days relative to index: Chondromalacia of patella",210,81378,0,0
81378212,295,"condition_era group during day -30 through 0 days relative to index: Chondromalacia of patella",212,81378,0,0
81379210,296,"condition_era group during day -365 through 0 days relative to index: Lateral epicondylitis",210,81379,0,0
81379212,297,"condition_era group during day -30 through 0 days relative to index: Lateral epicondylitis",212,81379,0,0
81390210,298,"condition_era group during day -365 through 0 days relative to index: Idiopathic osteoporosis",210,81390,0,0
81390212,299,"condition_era group during day -30 through 0 days relative to index: Idiopathic osteoporosis",212,81390,0,0
81403210,300,"condition_era group during day -365 through 0 days relative to index: Osteopetrosis",210,81403,0,0
81723210,301,"condition_era group during day -365 through 0 days relative to index: Contusion of hand",210,81723,0,0
81878210,302,"condition_era group during day -365 through 0 days relative to index: Benign paroxysmal positional vertigo",210,81878,0,0
81878212,303,"condition_era group during day -30 through 0 days relative to index: Benign paroxysmal positional vertigo",212,81878,0,0
81893210,304,"condition_era group during day -365 through 0 days relative to index: Ulcerative colitis",210,81893,0,0
81893212,305,"condition_era group during day -30 through 0 days relative to index: Ulcerative colitis",212,81893,0,0
81902210,306,"condition_era group during day -365 through 0 days relative to index: Urinary tract infectious disease",210,81902,0,0
81902212,307,"condition_era group during day -30 through 0 days relative to index: Urinary tract infectious disease",212,81902,0,0
132344210,308,"condition_era group during day -365 through 0 days relative to index: Gingival and periodontal disease",210,132344,0,0
132344212,309,"condition_era group during day -30 through 0 days relative to index: Gingival and periodontal disease",212,132344,0,0
132412210,310,"condition_era group during day -365 through 0 days relative to index: Post-laminectomy syndrome",210,132412,0,0
