"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
25189210,48,"condition_era group during day -365 through 0 days relative to index: Malignant tumor of oral cavity",210,25189,0,0
25189212,49,"condition_era group during day -30 through 0 days relative to index: Malignant tumor of oral cavity",212,25189,0,0
25297210,50,"condition_era group during day -365 through 0 days relative to index: Acute pharyngitis",210,25297,0,0
25297212,51,"condition_era group during day -30 through 0 days relative to index: Acute pharyngitis",212,25297,0,0
25844210,52,"condition_era group during day -365 through 0 days relative to index: Ulcer of esophagus",210,25844,0,0
25844212,53,"condition_era group during day -30 through 0 days relative to index: Ulcer of esophagus",212,25844,0,0
26052210,54,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of larynx",210,26052,0,0
26052212,55,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of larynx",212,26052,0,0
26378210,56,"condition_era group during day -365 through 0 days relative to index: Hyperpituitarism",210,26378,0,0
26378212,57,"condition_era group during day -30 through 0 days relative to index: Hyperpituitarism",212,26378,0,0
26638210,58,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of esophagus",210,26638,0,0
26638212,59,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of esophagus",212,26638,0,0
26727210,60,"condition_era group during day -365 through 0 days relative to index: Hematemesis",210,26727,0,0
26727212,61,"condition_era group during day -30 through 0 days relative to index: Hematemesis",212,26727,0,0
28083210,62,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of pharynx",210,28083,0,0
28083212,63,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of pharynx",212,28083,0,0
28779210,64,"condition_era group during day -365 through 0 days relative to index: Bleeding esophageal varices",210,28779,0,0
28974210,65,"condition_era group during day -365 through 0 days relative to index: Candidiasis of the esophagus",210,28974,0,0
28974212,66,"condition_era group during day -30 through 0 days relative to index: Candidiasis of the esophagus",212,28974,0,0
29056210,67,"condition_era group during day -365 through 0 days relative to index: Sialoadenitis",210,29056,0,0
29735210,68,"condition_era group during day -365 through 0 days relative to index: Candidiasis of mouth",210,29735,0,0
29735212,69,"condition_era group during day -30 through 0 days relative to index: Candidiasis of mouth",212,29735,0,0
30133210,70,"condition_era group during day -365 through 0 days relative to index: Acute laryngitis",210,30133,0,0
30133212,71,"condition_era group during day -30 through 0 days relative to index: Acute laryngitis",212,30133,0,0
30234210,72,"condition_era group during day -365 through 0 days relative to index: Neck sprain",210,30234,0,0
30346210,73,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of neck",210,30346,0,0
30346212,74,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of neck",212,30346,0,0
30361210,75,"condition_era group during day -365 through 0 days relative to index: Hypoglycemic disorder",210,30361,0,0
30361212,76,"condition_era group during day -30 through 0 days relative to index: Hypoglycemic disorder",212,30361,0,0
30437210,77,"condition_era group during day -365 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",210,30437,0.000910055434201687,1
30437212,78,"condition_era group during day -30 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",212,30437,0,0
30753210,79,"condition_era group during day -365 through 0 days relative to index: Esophagitis",210,30753,0,0
30753212,80,"condition_era group during day -30 through 0 days relative to index: Esophagitis",212,30753,0,0
30968210,81,"condition_era group during day -365 through 0 days relative to index: Diabetes insipidus",210,30968,0,0
30968212,82,"condition_era group during day -30 through 0 days relative to index: Diabetes insipidus",212,30968,0,0
31317210,83,"condition_era group during day -365 through 0 days relative to index: Dysphagia",210,31317,0,0
31317212,84,"condition_era group during day -30 through 0 days relative to index: Dysphagia",212,31317,0,0
31317502,85,"procedure_occurrence during day -365 through 0 days relative to index: Dysphagia",502,31317,0,0
31317504,86,"procedure_occurrence during day -30 through 0 days relative to index: Dysphagia",504,31317,0,0
31509210,87,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of tonsil",210,31509,0,0
31509212,88,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of tonsil",212,31509,0,0
72410210,89,"condition_era group during day -365 through 0 days relative to index: Infection of bone",210,72410,0,0
72410212,90,"condition_era group during day -30 through 0 days relative to index: Infection of bone",212,72410,0,0
72459210,91,"condition_era group during day -365 through 0 days relative to index: Closed fracture of two ribs",210,72459,0,0
72576210,92,"condition_era group during day -365 through 0 days relative to index: Benign tumor of breast",210,72576,0,0
72576212,93,"condition_era group during day -30 through 0 days relative to index: Benign tumor of breast",212,72576,0,0
73001210,94,"condition_era group during day -365 through 0 days relative to index: Myositis",210,73001,0,0
73001212,95,"condition_era group during day -30 through 0 days relative to index: Myositis",212,73001,0,0
73008210,96,"condition_era group during day -365 through 0 days relative to index: Enthesopathy",210,73008,0,0
73075210,97,"condition_era group during day -365 through 0 days relative to index: Contusion of upper limb",210,73075,0,0
73075212,98,"condition_era group during day -30 through 0 days relative to index: Contusion of upper limb",212,73075,0,0
73089210,99,"condition_era group during day -365 through 0 days relative to index: Contusion of buttock",210,73089,0,0
73090210,100,"condition_era group during day -365 through 0 days relative to index: Contusion of foot",210,73090,0,0
73090212,101,"condition_era group during day -30 through 0 days relative to index: Contusion of foot",212,73090,0,0
73231210,102,"condition_era group during day -365 through 0 days relative to index: Arthralgia of temporomandibular joint",210,73231,0,0
73553210,103,"condition_era group during day -365 through 0 days relative to index: Arthropathy",210,73553,0,0
73553212,104,"condition_era group during day -30 through 0 days relative to index: Arthropathy",212,73553,0,0
73571210,105,"condition_era group during day -365 through 0 days relative to index: Pathological fracture",210,73571,0,0
73571212,106,"condition_era group during day -30 through 0 days relative to index: Pathological fracture",212,73571,0,0
73574210,107,"condition_era group during day -365 through 0 days relative to index: Nonunion of fracture",210,73574,0,0
73574212,108,"condition_era group during day -30 through 0 days relative to index: Nonunion of fracture",212,73574,0,0
73754210,109,"condition_era group during day -365 through 0 days relative to index: Restless legs",210,73754,0,0
73754212,110,"condition_era group during day -30 through 0 days relative to index: Restless legs",212,73754,0,0
73842210,111,"condition_era group during day -365 through 0 days relative to index: Enthesopathy of elbow region",210,73842,0,0
74052210,112,"condition_era group during day -365 through 0 days relative to index: Labyrinthitis",210,74052,0,0
74082210,113,"condition_era group during day -365 through 0 days relative to index: Acontractile detrusor",210,74082,0,0
74082212,114,"condition_era group during day -30 through 0 days relative to index: Acontractile detrusor",212,74082,0,0
74125210,115,"condition_era group during day -365 through 0 days relative to index: Inflammatory polyarthropathy",210,74125,0,0
74125212,116,"condition_era group during day -30 through 0 days relative to index: Inflammatory polyarthropathy",212,74125,0,0
74138210,117,"condition_era group during day -365 through 0 days relative to index: Pathological fracture of vertebra",210,74138,0,0
74138212,118,"condition_era group during day -30 through 0 days relative to index: Pathological fracture of vertebra",212,74138,0,0
74188210,119,"condition_era group during day -365 through 0 days relative to index: Closed fracture of rib",210,74188,0,0
74188212,120,"condition_era group during day -30 through 0 days relative to index: Closed fracture of rib",212,74188,0,0
74194210,121,"condition_era group during day -365 through 0 days relative to index: Sprain of spinal ligament",210,74194,0,0
74250210,122,"condition_era group during day -365 through 0 days relative to index: Burn of foot",210,74250,0,0
74396210,123,"condition_era group during day -365 through 0 days relative to index: Temporomandibular joint disorder",210,74396,0,0
74582210,124,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of rectum",210,74582,0,0
74582212,125,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of rectum",212,74582,0,0
74635210,126,"condition_era group during day -365 through 0 days relative to index: Lumbosacral radiculopathy",210,74635,0,0
74719210,127,"condition_era group during day -365 through 0 days relative to index: Ulcer of foot",210,74719,0,0
74719212,128,"condition_era group during day -30 through 0 days relative to index: Ulcer of foot",212,74719,0,0
74723210,129,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with a neurological disorder",210,74723,0,0
74723212,130,"condition_era group during day -30 through 0 days relative to index: Arthropathy associated with a neurological disorder",212,74723,0,0
74726210,131,"condition_era group during day -365 through 0 days relative to index: Dislocation of joint",210,74726,0,0
74726212,132,"condition_era group during day -30 through 0 days relative to index: Dislocation of joint",212,74726,0,0
74728210,133,"condition_era group during day -365 through 0 days relative to index: Synovitis and tenosynovitis",210,74728,0,0
74728212,134,"condition_era group during day -30 through 0 days relative to index: Synovitis and tenosynovitis",212,74728,0,0
74855210,135,"condition_era group during day -365 through 0 days relative to index: Genital herpes simplex",210,74855,0,0
74892210,136,"condition_era group during day -365 through 0 days relative to index: Articular gout",210,74892,0,0
74892212,137,"condition_era group during day -30 through 0 days relative to index: Articular gout",212,74892,0,0
75043210,138,"condition_era group during day -365 through 0 days relative to index: Hemarthrosis of knee",210,75043,0,0
75043212,139,"condition_era group during day -30 through 0 days relative to index: Hemarthrosis of knee",212,75043,0,0
75048210,140,"condition_era group during day -365 through 0 days relative to index: Interstitial myositis",210,75048,0,0
75053210,141,"condition_era group during day -365 through 0 days relative to index: Fracture of bone",210,75053,0,0
75053212,142,"condition_era group during day -30 through 0 days relative to index: Fracture of bone",212,75053,0,0
75091210,143,"condition_era group during day -365 through 0 days relative to index: Closed fracture of carpal bone",210,75091,0,0
75091212,144,"condition_era group during day -30 through 0 days relative to index: Closed fracture of carpal bone",212,75091,0,0
75095210,145,"condition_era group during day -365 through 0 days relative to index: Closed fracture of ankle",210,75095,0,0
75095212,146,"condition_era group during day -30 through 0 days relative to index: Closed fracture of ankle",212,75095,0,0
75344210,147,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder",210,75344,0,0
75344212,148,"condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder",212,75344,0,0
75354210,149,"condition_era group during day -365 through 0 days relative to index: Osteochondropathy",210,75354,0,0
75354212,150,"condition_era group during day -30 through 0 days relative to index: Osteochondropathy",212,75354,0,0
75512210,151,"condition_era group during day -365 through 0 days relative to index: Carcinoma in situ of colon",210,75512,0,0
75576210,152,"condition_era group during day -365 through 0 days relative to index: Irritable bowel syndrome",210,75576,0,0
75576212,153,"condition_era group during day -30 through 0 days relative to index: Irritable bowel syndrome",212,75576,0,0
75635210,154,"condition_era group during day -365 through 0 days relative to index: Cramp",210,75635,0,0
75650210,155,"condition_era group during day -365 through 0 days relative to index: Proteinuria",210,75650,0,0
75650212,156,"condition_era group during day -30 through 0 days relative to index: Proteinuria",212,75650,0,0
75860210,157,"condition_era group during day -365 through 0 days relative to index: Constipation",210,75860,0.000343335239981813,1
75860212,158,"condition_era group during day -30 through 0 days relative to index: Constipation",212,75860,0,0
75897210,159,"condition_era group during day -365 through 0 days relative to index: Polyarthropathy",210,75897,0,0
75897212,160,"condition_era group during day -30 through 0 days relative to index: Polyarthropathy",212,75897,0,0
75924210,161,"condition_era group during day -365 through 0 days relative to index: Osteodystrophy",210,75924,0,0
75924212,162,"condition_era group during day -30 through 0 days relative to index: Osteodystrophy",212,75924,0,0
76150210,163,"condition_era group during day -365 through 0 days relative to index: Ulcer of rectum",210,76150,0,0
76150212,164,"condition_era group during day -30 through 0 days relative to index: Ulcer of rectum",212,76150,0,0
76161210,165,"condition_era group during day -365 through 0 days relative to index: Impotence of organic origin",210,76161,0,0
76349210,166,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of urinary system",210,76349,0,0
76349212,167,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of urinary system",212,76349,0,0
76508210,168,"condition_era group during day -365 through 0 days relative to index: Infective myositis",210,76508,0,0
76508212,169,"condition_era group during day -30 through 0 days relative to index: Infective myositis",212,76508,0,0
76565210,170,"condition_era group during day -365 through 0 days relative to index: Contusion of shoulder region",210,76565,0,0
76565212,171,"condition_era group during day -30 through 0 days relative to index: Contusion of shoulder region",212,76565,0,0
76685210,172,"condition_era group during day -365 through 0 days relative to index: Myasthenia gravis",210,76685,0,0
76685212,173,"condition_era group during day -30 through 0 days relative to index: Myasthenia gravis",212,76685,0,0
76725210,174,"condition_era group during day -365 through 0 days relative to index: Anal fissure",210,76725,0,0
76725212,175,"condition_era group during day -30 through 0 days relative to index: Anal fissure",212,76725,0,0
76784210,176,"condition_era group during day -365 through 0 days relative to index: Hemarthrosis",210,76784,0,0
76784212,177,"condition_era group during day -30 through 0 days relative to index: Hemarthrosis",212,76784,0,0
76887210,178,"condition_era group during day -365 through 0 days relative to index: Disorders of urogenital prostheses or implants",210,76887,0,0
76887212,179,"condition_era group during day -30 through 0 days relative to index: Disorders of urogenital prostheses or implants",212,76887,0,0
77074210,180,"condition_era group during day -365 through 0 days relative to index: Joint pain",210,77074,0,0
77074212,181,"condition_era group during day -30 through 0 days relative to index: Joint pain",212,77074,0,0
77079210,182,"condition_era group during day -365 through 0 days relative to index: Spinal stenosis",210,77079,0,0
77079212,183,"condition_era group during day -30 through 0 days relative to index: Spinal stenosis",212,77079,0,0
77129210,184,"condition_era group during day -365 through 0 days relative to index: Closed fracture of pelvis",210,77129,0,0
77234210,185,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of colon",210,77234,0,0
77234212,186,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of colon",212,77234,0,0
77670210,187,"condition_era group during day -365 through 0 days relative to index: Chest pain",210,77670,0,0
77670212,188,"condition_era group during day -30 through 0 days relative to index: Chest pain",212,77670,0,0
77963210,189,"condition_era group during day -365 through 0 days relative to index: Achilles tendinitis",210,77963,0,0
77965210,190,"condition_era group during day -365 through 0 days relative to index: Acquired trigger finger",210,77965,0,0
77965212,191,"condition_era group during day -30 through 0 days relative to index: Acquired trigger finger",212,77965,0,0
78097210,192,"condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of bone",210,78097,0,0
78097212,193,"condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of bone",212,78097,0,0
78162210,194,"condition_era group during day -365 through 0 days relative to index: Peripheral vertigo",210,78162,0,0
78162212,195,"condition_era group during day -30 through 0 days relative to index: Peripheral vertigo",212,78162,0,0
78236210,196,"condition_era group during day -365 through 0 days relative to index: Muscle atrophy",210,78236,0,0
78236212,197,"condition_era group during day -30 through 0 days relative to index: Muscle atrophy",212,78236,0,0
78273210,198,"condition_era group during day -365 through 0 days relative to index: Closed fracture of multiple ribs",210,78273,0,0
78273212,199,"condition_era group during day -30 through 0 days relative to index: Closed fracture of multiple ribs",212,78273,0,0
78474210,200,"condition_era group during day -365 through 0 days relative to index: Hypertrophy of breast",210,78474,0,0
78474212,201,"condition_era group during day -30 through 0 days relative to index: Hypertrophy of breast",212,78474,0,0
78508210,202,"condition_era group during day -365 through 0 days relative to index: Arthralgia of the ankle and/or foot",210,78508,0,0
78508212,203,"condition_era group during day -30 through 0 days relative to index: Arthralgia of the ankle and/or foot",212,78508,0,0
78524210,204,"condition_era group during day -365 through 0 days relative to index: Acquired deformity of finger",210,78524,0,0
78524212,205,"condition_era group during day -30 through 0 days relative to index: Acquired deformity of finger",212,78524,0,0
78605210,206,"condition_era group during day -365 through 0 days relative to index: Contusion of elbow",210,78605,0,0
78619210,207,"condition_era group during day -365 through 0 days relative to index: Contusion of knee",210,78619,0,0
78706210,208,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of urinary system",210,78706,0,0
78786210,209,"condition_era group during day -365 through 0 days relative to index: Pleurisy",210,78786,0,0
78786212,210,"condition_era group during day -30 through 0 days relative to index: Pleurisy",212,78786,0,0
79061210,211,"condition_era group during day -365 through 0 days relative to index: Slow transit constipation",210,79061,0,0
79061212,212,"condition_era group during day -30 through 0 days relative to index: Slow transit constipation",212,79061,0,0
79106210,213,"condition_era group during day -365 through 0 days relative to index: Arthralgia of the pelvic region and thigh",210,79106,0,0
79106212,214,"condition_era group during day -30 through 0 days relative to index: Arthralgia of the pelvic region and thigh",212,79106,0,0
79232210,215,"condition_era group during day -365 through 0 days relative to index: Burn of ankle",210,79232,0,0
79765210,216,"condition_era group during day -365 through 0 days relative to index: Neoplasm of uncertain behavior of urinary system",210,79765,0,0
79765212,217,"condition_era group during day -30 through 0 days relative to index: Neoplasm of uncertain behavior of urinary system",212,79765,0,0
79768210,218,"condition_era group during day -365 through 0 days relative to index: Neoplasm of urinary system",210,79768,0,0
79768212,219,"condition_era group during day -30 through 0 days relative to index: Neoplasm of urinary system",212,79768,0,0
79864210,220,"condition_era group during day -365 through 0 days relative to index: Hematuria syndrome",210,79864,0,0
79938210,221,"condition_era group during day -365 through 0 days relative to index: Closed fracture of scapula",210,79938,0,0
79938212,222,"condition_era group during day -30 through 0 days relative to index: Closed fracture of scapula",212,79938,0,0
80045210,223,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of anus",210,80045,0,0
80045212,224,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of anus",212,80045,0,0
80180210,225,"condition_era group during day -365 through 0 days relative to index: Osteoarthritis",210,80180,0,0
80180212,226,"condition_era group during day -30 through 0 days relative to index: Osteoarthritis",212,80180,0,0
80187210,227,"condition_era group during day -365 through 0 days relative to index: Medial epicondylitis",210,80187,0,0
80232210,228,"condition_era group during day -365 through 0 days relative to index: Closed fracture of calcaneus",210,80232,0,0
80269210,229,"condition_era group during day -365 through 0 days relative to index: Mechanical complication of internal joint prosthesis",210,80269,0,0
80484210,230,"condition_era group during day -365 through 0 days relative to index: Crystal arthropathy",210,80484,0,0
80484212,231,"condition_era group during day -30 through 0 days relative to index: Crystal arthropathy",212,80484,0,0
80493210,232,"condition_era group during day -365 through 0 days relative to index: Ankylosis of joint",210,80493,0,0
80493212,233,"condition_era group during day -30 through 0 days relative to index: Ankylosis of joint",212,80493,0,0
80494210,234,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with another disorder",210,80494,0,0
80494212,235,"condition_era group during day -30 through 0 days relative to index: Arthropathy associated with another disorder",212,80494,0,0
80496210,236,"condition_era group during day -365 through 0 days relative to index: Schmorl's nodes",210,80496,0,0
80502210,237,"condition_era group during day -365 through 0 days relative to index: Osteoporosis",210,80502,0,0
80502212,238,"condition_era group during day -30 through 0 days relative to index: Osteoporosis",212,80502,0,0
80665210,239,"condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of thorax",210,80665,0,0
80665212,240,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of thorax",212,80665,0,0
80767210,241,"condition_era group during day -365 through 0 days relative to index: Breast lump",210,80767,0,0
80767212,242,"condition_era group during day -30 through 0 days relative to index: Breast lump",212,80767,0,0
80808210,243,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with an endocrine AND/OR metabolic disorder",210,80808,0,0
80808212,244,"condition_era group during day -30 through 0 days relative to index: Arthropathy associated with an endocrine AND/OR metabolic disorder",212,80808,0,0
80809210,245,"condition_era group during day -365 through 0 days relative to index: Rheumatoid arthritis",210,80809,0,0
80809212,246,"condition_era group during day -30 through 0 days relative to index: Rheumatoid arthritis",212,80809,0,0
80815210,247,"condition_era group during day -365 through 0 days relative to index: Ganglion of joint",210,80815,0,0
81175210,248,"condition_era group during day -365 through 0 days relative to index: Contusion of chest",210,81175,0,0
81175212,249,"condition_era group during day -30 through 0 days relative to index: Contusion of chest",212,81175,0,0
81250210,250,"condition_era group during day -365 through 0 days relative to index: Carcinoma in situ of breast",210,81250,0,0
81251210,251,"condition_era group during day -365 through 0 days relative to index: Neoplasm of breast",210,81251,0,0
81251212,252,"condition_era group during day -30 through 0 days relative to index: Neoplasm of breast",212,81251,0,0
81303210,253,"condition_era group during day -365 through 0 days relative to index: Labyrinthine disorder",210,81303,0,0
81303212,254,"condition_era group during day -30 through 0 days relative to index: Labyrinthine disorder",212,81303,0,0
81336210,255,"condition_era group during day -365 through 0 days relative to index: Rectal prolapse",210,81336,0,0
81336212,256,"condition_era group during day -30 through 0 days relative to index: Rectal prolapse",212,81336,0,0
81390210,257,"condition_era group during day -365 through 0 days relative to index: Idiopathic osteoporosis",210,81390,0,0
81390212,258,"condition_era group during day -30 through 0 days relative to index: Idiopathic osteoporosis",212,81390,0,0
81426210,259,"condition_era group during day -365 through 0 days relative to index: Closed fracture of clavicle",210,81426,0,0
81539210,260,"condition_era group during day -365 through 0 days relative to index: Mitochondrial cytopathy",210,81539,0,0
81539212,261,"condition_era group during day -30 through 0 days relative to index: Mitochondrial cytopathy",212,81539,0,0
81878210,262,"condition_era group during day -365 through 0 days relative to index: Benign paroxysmal positional vertigo",210,81878,0,0
81893210,263,"condition_era group during day -365 through 0 days relative to index: Ulcerative colitis",210,81893,0,0
81893212,264,"condition_era group during day -30 through 0 days relative to index: Ulcerative colitis",212,81893,0,0
81902210,265,"condition_era group during day -365 through 0 days relative to index: Urinary tract infectious disease",210,81902,0,0
81902212,266,"condition_era group during day -30 through 0 days relative to index: Urinary tract infectious disease",212,81902,0,0
132344210,267,"condition_era group during day -365 through 0 days relative to index: Gingival and periodontal disease",210,132344,0,0
132344212,268,"condition_era group during day -30 through 0 days relative to index: Gingival and periodontal disease",212,132344,0,0
132446210,269,"condition_era group during day -365 through 0 days relative to index: Congenital anomaly of skin",210,132446,0,0
132446212,270,"condition_era group during day -30 through 0 days relative to index: Congenital anomaly of skin",212,132446,0,0
132466210,271,"condition_era group during day -365 through 0 days relative to index: Lumbar sprain",210,132466,0,0
132579210,272,"condition_era group during day -365 through 0 days relative to index: Subacute thyroiditis",210,132579,0,0
132703210,273,"condition_era group during day -365 through 0 days relative to index: Lichen planus",210,132703,0,0
132736210,274,"condition_era group during day -365 through 0 days relative to index: Bacteremia",210,132736,0,0
132736212,275,"condition_era group during day -30 through 0 days relative to index: Bacteremia",212,132736,0,0
132797210,276,"condition_era group during day -365 through 0 days relative to index: Sepsis",210,132797,0,0
132797212,277,"condition_era group during day -30 through 0 days relative to index: Sepsis",212,132797,0,0
132982210,278,"condition_era group during day -365 through 0 days relative to index: Keloid scar",210,132982,0,0
133002210,279,"condition_era group during day -365 through 0 days relative to index: Acute osteomyelitis",210,133002,0,0
133141210,280,"condition_era group during day -365 through 0 days relative to index: Tinea pedis",210,133141,0,0
133141212,281,"condition_era group during day -30 through 0 days relative to index: Tinea pedis",212,133141,0,0
133154210,282,"condition_era group during day -365 through 0 days relative to index: Plasma cell leukemia",210,133154,0,0
133228210,283,"condition_era group during day -365 through 0 days relative to index: Dental caries",210,133228,0,0
133228212,284,"condition_era group during day -30 through 0 days relative to index: Dental caries",212,133228,0,0
133280210,285,"condition_era group during day -365 through 0 days relative to index: Alopecia",210,133280,0,0
133294210,286,"condition_era group during day -365 through 0 days relative to index: Prepatellar bursitis",210,133294,0,0
133298210,287,"condition_era group during day -365 through 0 days relative to index: Musculoskeletal disorder of the neck",210,133298,0,0
133298212,288,"condition_era group during day -30 through 0 days relative to index: Musculoskeletal disorder of the neck",212,133298,0,0
133303210,289,"condition_era group during day -365 through 0 days relative to index: Congenital anomaly of mouth",210,133303,0,0
133420210,290,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of endocrine gland",210,133420,0,0
133420212,291,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of endocrine gland",212,133420,0,0
133424210,292,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of thyroid gland",210,133424,0,0
133424212,293,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of thyroid gland",212,133424,0,0
133444210,294,"condition_era group during day -365 through 0 days relative to index: Thyroiditis",210,133444,0,0
133444212,295,"condition_era group during day -30 through 0 days relative to index: Thyroiditis",212,133444,0,0
133547210,296,"condition_era group during day -365 through 0 days relative to index: Pyoderma",210,133547,0,0
133547212,297,"condition_era group during day -30 through 0 days relative to index: Pyoderma",212,133547,0,0
133566210,298,"condition_era group during day -365 through 0 days relative to index: Necrotizing fasciitis",210,133566,0,0
133569210,299,"condition_era group during day -365 through 0 days relative to index: Fasciitis",210,133569,0,0
133569212,300,"condition_era group during day -30 through 0 days relative to index: Fasciitis",212,133569,0,0
133729210,301,"condition_era group during day -365 through 0 days relative to index: Hyperparathyroidism",210,133729,0,0
133729212,302,"condition_era group during day -30 through 0 days relative to index: Hyperparathyroidism",212,133729,0,0
133794210,303,"condition_era group during day -365 through 0 days relative to index: Chronic gingivitis",210,133794,0,0
133810210,304,"condition_era group during day -365 through 0 days relative to index: Hyperparathyroidism due to renal insufficiency",210,133810,0,0
133810212,305,"condition_era group during day -30 through 0 days relative to index: Hyperparathyroidism due to renal insufficiency",212,133810,0,0
133834210,306,"condition_era group during day -365 through 0 days relative to index: Atopic dermatitis",210,133834,0,0
133834212,307,"condition_era group during day -30 through 0 days relative to index: Atopic dermatitis",212,133834,0,0
133835210,308,"condition_era group during day -365 through 0 days relative to index: Eczema",210,133835,0,0
133835212,309,"condition_era group during day -30 through 0 days relative to index: Eczema",212,133835,0,0
133853210,310,"condition_era group during day -365 through 0 days relative to index: Osteomyelitis of ankle AND/OR foot",210,133853,0,0
133853212,311,"condition_era group during day -30 through 0 days relative to index: Osteomyelitis of ankle AND/OR foot",212,133853,0,0
